title,vote_average,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
A Walk in the Clouds,0.27977879177096265,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Waterworld,-0.16774793460221143,"Adventure, Action",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Man's Burden,-0.764450236433111,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Bill,-0.16774793460221143,"Action, Western",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Browning Version,-0.0931601468733493,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushwhacked,-0.9136258118908354,"Adventure, Action, Comedy, Crime, Family",1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Burnt by the Sun,0.42895436722868757,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Before the Rain,1.1748322445173114,"Drama, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Before Sunrise,1.1748322445173114,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Billy Madison,0.056015428584375616,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Babysitter,-1.0628013873485602,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Boys on the Side,0.13060321631323774,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cure,0.8018933058729996,"Drama, Family",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Castle Freak,-0.2423357223310742,"Thriller, Drama, Horror, Mystery",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
Circle of Friends,0.27977879177096265,"Drama, Family, Romance",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Clerks,0.9510688813307244,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don Juan DeMarco,0.13060321631323774,"Romance, Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Disclosure,-0.16774793460221143,"Drama, Thriller, Crime, Mystery, Romance",0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
Dream Man,-2.703732717383533,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Drop Zone,-0.764450236433111,"Action, Adventure, Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Destiny Turns on the Radio,-0.6152746609753862,"Crime, Comedy, Fantasy",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Death and the Maiden,0.7273055181441367,"Drama, Thriller, Mystery",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Dolores Claiborne,0.7273055181441367,"Crime, Drama, Mystery",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Dumb and Dumber,0.27977879177096265,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eat Drink Man Woman,1.0256566690595865,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Exotica,0.27977879177096265,"Drama, Mystery",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Exit to Eden,-1.3611525382640102,"Thriller, Comedy, Crime, Romance",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Ed Wood,0.8764810936018617,"Comedy, Drama, History",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
French Kiss,0.056015428584375616,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Forget Paris,-0.018572359144487172,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Far from Home: The Adventures of Yellow Dog,-0.3915112977887991,"Action, Adventure, Drama, Family",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A Goofy Movie,0.42895436722868757,"Romance, Animation, Family, Comedy, Adventure",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hideaway,-0.8390380241619732,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Fluke,0.35436657949982475,"Drama, Family, Fantasy",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Farinelli,-0.16774793460221143,"History, Drama",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Gordy,-2.330793778739221,"Drama, Family, Fantasy",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Gumby: The Movie,-0.8390380241619732,"Fantasy, Animation, Science Fiction, Family",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
The Glass Shield,-0.5406868732465234,"Drama, Action, Thriller, Crime",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Hoop Dreams,1.1748322445173114,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavenly Creatures,0.5781299426864125,"Drama, Fantasy",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Houseguest,-0.0931601468733493,"Comedy, Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immortal Beloved,0.5781299426864125,"Drama, Music, Romance",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Heavyweights,-0.0931601468733493,"Comedy, Family, Drama",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Hunted,-0.0931601468733493,"Action, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I.Q.,-0.16774793460221143,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Interview with the Vampire,0.8018933058729996,"Horror, Romance",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jefferson in Paris,-0.6898624487042483,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Jerky Boys,-0.9882135996196981,"Comedy, Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior,-1.0628013873485602,"Comedy, Family, Romance",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Just Cause,-0.0931601468733493,"Action, Drama, Mystery, Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
A Kid in King Arthur's Court,-1.3611525382640102,"Adventure, Fantasy, Comedy, Science Fiction, Family",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Kiss of Death,-0.31692351005993635,"Action, Crime, Drama, Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Wars,1.4731833954327607,"Adventure, Action, Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Little Women,0.6527177304152746,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
A Little Princess,0.9510688813307244,"Drama, Family, Fantasy",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Ladybird Ladybird,0.9510688813307244,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Enfer,0.35436657949982475,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Like Water for Chocolate,0.35436657949982475,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Legends of the Fall,0.8018933058729996,"Adventure, Drama, Romance, War",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Major Payne,-0.018572359144487172,"Adventure, Comedy, Family",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Little Odessa,0.20519100404210053,"Action, Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mi Vida Loca,-0.31692351005993635,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Affair,-1.3611525382640102,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Losing Isaiah,0.20519100404210053,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Madness of King George,0.42895436722868757,"Comedy, Drama, History",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Mary Shelley's Frankenstein,-0.018572359144487172,"Drama, Horror, Science Fiction, Romance",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
Man of the House,-0.764450236433111,"Action, Comedy, Family",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mixed Nuts,-0.6898624487042483,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Milk Money,-0.3915112977887991,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Miracle on 34th Street,0.20519100404210053,"Fantasy, Drama, Family",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Miami Rhapsody,-0.3915112977887991,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
My Family,0.6527177304152746,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder in the First,0.5781299426864125,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobody's Fool,0.6527177304152746,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nell,-0.018572359144487172,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
New Jersey Drive,0.5781299426864125,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New York Cop,-4.568427410605093,"Action, Thriller, Crime, Drama",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Beyond Bedlam,-1.5849159014505971,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nemesis 2 - Nebula,-1.137389175077423,"Science Fiction, Action, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Nina Takes a Lover,0.9510688813307244,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Natural Born Killers,0.5781299426864125,"Crime, Thriller, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Only You,0.20519100404210053,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Once Were Warriors,1.1002444567884486,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Poison Ivy II: Lily,-1.137389175077423,"Drama, Romance, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Outbreak,0.20519100404210053,"Action, Drama, Science Fiction, Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Leon: The Professional,1.5477711831616228,"Thriller, Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Perez Family,0.35436657949982475,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
A Pyromaniac's Love Story,0.6527177304152746,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Pulp Fiction,1.6223589708904862,"Thriller, Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Panther,0.20519100404210053,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pushing Hands,-0.018572359144487172,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Priest,0.20519100404210053,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Quiz Show,0.7273055181441367,"History, Drama",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Picture Bride,0.9510688813307244,"Drama, History",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Queen Margot,0.6527177304152746,"Drama, History",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Quick and the Dead,0.056015428584375616,"Action, Western",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Roommates,0.20519100404210053,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prêt-à-Porter,-0.6152746609753862,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Colors: Red,1.2494200322461735,"Drama, Mystery, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Three Colors: Blue,1.1748322445173114,"Drama, Music, Mystery",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Three Colors: White,0.8764810936018617,"Comedy, Drama, Mystery",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Red Firecracker, Green Firecracker",0.6527177304152746,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rent-a-Kid,-0.764450236433111,"Comedy, Family, TV Movie",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Relative Fear,-1.0628013873485602,"Horror, Drama",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Stuart Saves His Family,-0.8390380241619732,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Swan Princess,0.27977879177096265,Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret of Roan Inish,-0.018572359144487172,"Drama, Family, Fantasy",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
The Specialist,-0.46609908551766127,"Action, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stargate,0.5035421549575497,"Action, Adventure, Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Santa Clause,0.13060321631323774,"Fantasy, Drama, Comedy, Family",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
The Shawshank Redemption,1.7715345463482104,"Drama, Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shallow Grave,0.6527177304152746,"Crime, Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Suture,-0.0931601468733493,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Strawberry and Chocolate,0.7273055181441367,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Swimming with Sharks,0.42895436722868757,"Crime, Comedy",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sum of Us,-0.0931601468733493,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Senior Trip,-0.31692351005993635,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To Live,1.1748322445173114,"Drama, Romance, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Tank Girl,-0.46609908551766127,"Action, Comedy, Fantasy, Science Fiction",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Tales from the Crypt: Demon Knight,0.42895436722868757,"Horror, Comedy, Thriller",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Star Trek: Generations,0.20519100404210053,"Science Fiction, Action, Adventure, Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Tales from the Hood,-0.5406868732465234,"Crime, Horror, Thriller",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Tom & Viv,-0.2423357223310742,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Village of the Damned,-0.3915112977887991,"Thriller, Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Tommy Boy,0.5035421549575497,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanya on 42nd Street,-0.018572359144487172,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Underneath,-0.3915112977887991,"Thriller, Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Walking Dead,0.35436657949982475,"Drama, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
What's Eating Gilbert Grape,1.0256566690595865,"Romance, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Virtuosity,-0.5406868732465234,"Action, Crime, Science Fiction, Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
While You Were Sleeping,0.27977879177096265,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The War,0.13060321631323774,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Happiness,-0.46609908551766127,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Muriel's Wedding,0.5781299426864125,"Drama, Comedy, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Baby-Sitters Club,-0.6152746609753862,"Comedy, Drama, Family",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ace Ventura: Pet Detective,0.20519100404210053,"Comedy, Mystery",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Adventures of Priscilla, Queen of the Desert",0.8018933058729996,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Backbeat,0.056015428584375616,"Drama, Music",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bitter Moon,0.6527177304152746,"Thriller, Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Bullets Over Broadway,0.6527177304152746,"Action, Comedy, Thriller",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Clear and Present Danger,0.20519100404210053,"Action, Drama, Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Client,0.20519100404210053,"Drama, Thriller, Crime, Mystery",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"Corrina, Corrina",0.20519100404210053,"Comedy, Drama, Family, Romance",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Crooklyn,0.42895436722868757,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Crow,0.8764810936018617,"Fantasy, Action, Thriller",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Cobb,-0.018572359144487172,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flintstones,-0.8390380241619732,"Fantasy, Comedy, Family",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Forrest Gump,1.5477711831616228,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Four Weddings and a Funeral,0.35436657949982475,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Higher Learning,0.20519100404210053,"Romance, Drama, Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
I Like It Like That,0.13060321631323774,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
I Love Trouble,-0.6152746609753862,"Action, Comedy, Romance",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
It Could Happen to You,-0.018572359144487172,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Jungle Book,-0.16774793460221143,"Adventure, Drama, Family",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Wonderful, Horrible Life of Leni Riefenstahl",0.8764810936018617,"Documentary, Foreign",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Lion King,1.3985956077038986,"Family, Animation, Drama",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Little Buddha,-0.0931601468733493,"Drama, History",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
New Nightmare,0.20519100404210053,"Horror, Thriller, Mystery, Fantasy",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
The Mask,0.35436657949982475,"Romance, Comedy, Crime, Fantasy",0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Maverick,0.35436657949982475,"Action, Adventure, Comedy, Drama, Western",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mrs. Parker and the Vicious Circle,0.13060321631323774,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Naked Gun 33⅓: The Final Insult,0.20519100404210053,"Comedy, Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Paper,-0.018572359144487172,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Reality Bites,0.27977879177096265,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Rock West,0.20519100404210053,"Crime, Drama, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ri¢hie Ri¢h,-0.5406868732465234,"Comedy, Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Safe Passage,-0.9136258118908354,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The River Wild,-0.018572359144487172,"Action, Adventure, Crime, Thriller",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Speed,0.5035421549575497,"Action, Adventure, Crime",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speechless,-0.46609908551766127,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Timecop,-0.46609908551766127,"Thriller, Science Fiction, Action, Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
True Lies,0.5035421549575497,"Action, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
When a Man Loves a Woman,-0.0931601468733493,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Wolf,-0.0931601468733493,Fantasy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wyatt Earp,0.27977879177096265,"Drama, Action, Western",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bad Company,-0.9136258118908354,"Action, Crime, Romance, Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A Man of No Importance,0.27977879177096265,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S.F.W.,-0.018572359144487172,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Low Down Dirty Shame,-0.0931601468733493,"Action, Comedy, Crime",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boys Life: Three Stories of Love, Lust, and Liberation",-3.076671656027845,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colonel Chabert,-0.16774793460221143,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faster, Pussycat! Kill! Kill!",0.27977879177096265,"Action, Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason's Lyric,-0.16774793460221143,"Crime, Drama, Romance",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Secret Adventures of Tom Thumb,0.7273055181441367,"Animation, Science Fiction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Street Fighter,-1.510328113721735,"Action, Adventure, Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coldblooded,0.42895436722868757,"Action, Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fall Time,0.13060321631323774,"Action, Adventure, Crime, Drama, Thriller",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Fear,-2.0324426278237717,"Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Frank and Ollie,1.0256566690595865,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girl in the Cadillac,2.8903513622811463,"Romance, Adventure, Crime, Drama",0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Homage,-4.568427410605093,"Thriller, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mirage,-1.5849159014505971,"Action, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Open Season,-4.568427410605093,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brother Minister: The Assassination of Malcolm X,-1.5849159014505971,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlander: The Final Dimension,-1.211976962806285,"Action, Fantasy, Science Fiction",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
In the Mouth of Madness,0.7273055181441367,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
8 Seconds,0.8018933058729996,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Above the Rim,0.42895436722868757,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Addams Family Values,0.27977879177096265,"Comedy, Family, Fantasy",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
